"word","oldword","strokes","pinyin","radicals"
"囪","囪","4","cōnɡ",""
"苁","蓯","7","cōnɡ","艹"
"枞","樅","8","cōnɡ","木"
"葱","蔥","12","cōnɡ","艹"
"骢","驄","14","cōnɡ","马"
"凑","凑","11","còu","冫"
"腠","腠","13","còu","月"
"辏","輳","13","còu","车"
"徂","徂","8","cú","彳"
"殂","殂","9","cú","歹"
"促","促","9","cù","亻"
"猝","猝","11","cù","犭"
"蔟","蔟","14","cù","艹"
"醋","醋","15","cù","酉"
"簇","簇","17","cù","竹"
"蹙","蹙","18","cù","足"
"蹴","躠","19","cù","足"
"粗","麤","11","cū","米"
"窜","竮","12","cuàn","穴"
"篡","篡","16","cuàn","竹"
"爨","爨","30","cuàn","火"
"汆","汆","6","cuān","水"
"撺","攛","15","cuān","扌"
"镩","鑹","17","cuān","钅"
"蹿","躥","19","cuān","足"
"脆","脆","10","cuì","月"
"啐","啐","11","cuì","口"
"悴","悴","11","cuì","忄"
"淬","淬","11","cuì","氵"
"萃","萃","11","cuì","艹"
"毳","毳","12","cuì","毛"
"瘁","瘁","13","cuì","疒"
"粹","粹","14","cuì","米"
"翠","翠","14","cuì","羽"
"璀","璀","15","cuǐ","王"
"崔","崔","11","cuī","山"
"催","催","13","cuī","亻"
"摧","摧","14","cuī","扌"
"榱","榱","14","cuī","木"
"憂","憂","15","cuī",""
"存","存","6","cún","子"
"寸","寸","3","cùn","寸"
"忖","忖","6","cǔn","忄"
"村","邨","7","cūn","木"
"皴","皴","12","cūn","皮"
"鹾","鹺","16","cuó","卤"
"矬","矬","12","cuó","矢"
"虘","虘","15","cuó",""
"嵯","嵯","12","cuó","山"
"痤","痤","12","cuó","疒"
"厝","厝","10","cuò","厂"
"挫","挫","10","cuò","扌"
"措","措","11","cuò","扌"
"锉","鋝","12","cuò","钅"
"错","錯","13","cuò","钅"
"遠","遠","11","cuò",""
"脞","脞","11","cuǒ","月"
"磋","磋","14","cuō","石"
"撮","撮","15","cuō","扌"
"蹉","蹉","16","cuō","足"
"搓","搓","12","cuō","扌"
"疸","疸","10","da","疒"
"剳","剳","6","dá",""
"笪","笪","11","dá","竹"
"答","答","12","dá","竹"
"达","達","6","dá","辶"
"妲","妲","8","dá","女"
"怛","怛","8","dá","忄"
"垯","垯","6","dá",""
"羍","羍","6","dá",""
"瘩","瘩","14","dá","疒"
"靼","靼","14","dá","革"
"鞑","韃","15","dá","革"
"鑞","鑞","6","dá",""
"大","大","3","dà","大"
"眔","眔","6","dà",""
"打","打","5","dǎ","扌"
"咑","咑","13","dā",""
"哒","噠","9","dā","口"
"耷","耷","9","dā","耳"
"搭","搭","12","dā","扌"
"嗒","嗒","12","dā","口"
"褡","褡","14","dā","衤"
"縟","縟","11","dài",""
"靜","靜","11","dài",""
"代","代","5","dài","亻"
"岱","岱","8","dài","山"
"岱d","岱d","4","dài","山"
"甙","甙","8","dài","甘"
"绐","絟","8","dài","纟"
"迨","迨","8","dài","辶"
"带","帶","9","dài","巾"
"待","待","9","dài","彳"
"怠","怠","9","dài","心"
"殆","殆","9","dài","歹"
"玳","玳","9","dài","王"
"贷","賘","9","dài","贝"
"埭","埭","11","dài","土"
"袋","袋","11","dài","衣"
"戴","戴","17","dài","戈"
"黛","黱","17","dài","黑"
"載","載","11","dài",""
"骀","駘","8","dài","马"
"逮","逮","11","dǎi","辶"
"歹","歹","4","dǎi","歹"
"傣","傣","12","dǎi","亻"
"呆","獃","7","dāi","口"
"旦","旦","5","dàn","日"
"但","但","7","dàn","亻"
"诞","誵","8","dàn","讠"
"啖","啗","11","dàn","口"
"弹","彈","11","dàn","弓"
"惮","憚","11","dàn","忄"
"淡","淡","11","dàn","氵"
"萏","萏","11","dàn","艹"
"蛋","蛋","11","dàn","虫"
"氮","氮","12","dàn","气"
"澹","澹","16","dàn","氵"
"痙","痙","7","dàn",""
"皅","皅","11","dàn",""
"畑","畑","11","dàn",""
"纖","纖","14","dàn",""
"膃","膃","11","dàn",""
"赕","賧","12","dǎn","贝"
"掸","撣","11","dǎn","扌"
"亶","亶","13","dǎn","亠"
"胆","膽","9","dǎn","月"
"殚","殫","12","dān","歹"
"瘅","癲","13","dān","疒"
"箪","簞","14","dān","竹"
"儋","儋","15","dān","亻"
"丹","丹","4","dān","丶"
"单","單","8","dān","十"
"担","擔","8","dān","扌"
"眈","眈","9","dān","目"
"耽","耽","10","dān","耳"
"郸","鄲","10","dān","阝"
"聃","耼","11","dān","耳"
"襯","襯","10","dān",""
"卻","卻","10","dān",""
"亻","亻","2","dān",""
"卩","卩","12","dān",""
"璽","璽","9","dànɡ",""
"凼","凼","6","dànɡ","凵"
"宕","宕","8","dànɡ","宀"
"砀","磝","8","dànɡ","石"
"荡","蕩","9","dànɡ","艹"
"档","檔","10","dànɡ","木"
"菪","菪","11","dànɡ","艹"
"挡","擋","9","dǎnɡ","扌"
"党","黨","10","dǎnɡ","儿"
"谠","讜","12","dǎnɡ","讠"
"当","當","6","dānɡ","彐"
"裆","襠","11","dānɡ","衤"
"儅","儅","6","dānɡ",""
"噹","噹","6","dānɡ",""
"盗","盗","11","dào","皿"
"道","道","12","dào","辶"
"稻","稻","15","dào","禾"
"纛","纛","24","dào","糸"
"到","到","8","dào","刂"
"悼","悼","11","dào","忄"
"帱","幬","10","dào","巾"
"蹈","蹈","17","dǎo","足"
"捣","搗","10","dǎo","扌"
"祷","禱","11","dǎo","礻"
"导","導","6","dǎo","寸"
"岛","島","7","dǎo","山"
"倒","倒","10","dǎo","亻"
"雐","雐","10","dǎo",""
"叨","叨","5","dāo","口"
"忉","忉","5","dāo","忄"
"氘","氘","6","dāo","气"
"刀","刀","2","dāo","刀"
"的","的","8","de","白"
"得","得","11","dé","彳"
"锝","鍀","13","dé","钅"
"德","惪","15","dé","彳"
"嶝","嶝","15","dènɡ","山"
"瞪","瞪","17","dènɡ","目"
"磴","磴","17","dènɡ","石"
"镫","鐙","17","dènɡ","钅"
"邓","鄧","4","dènɡ","阝"
"凳","櫈","14","dènɡ","几"
"雚","雚","12","dènɡ",""
"等","等","12","děnɡ","竹"
"戥","戥","13","děnɡ","戈"
"灯","燈","6","dēnɡ","火"
"登","登","12","dēnɡ","癶"
"噔","噔","15","dēnɡ","口"
"簦","簦","18","dēnɡ","竹"
"蹬","蹬","19","dēnɡ","足"
"鹠","鹠","7","dí",""
"狄","狄","7","dí","犭"
"籴","糴","8","dí","米"
"镝","鏲","16","dí","钅"
"迪","迪","8","dí","辶"
"敌","敵","10","dí","攵"
"涤","滌","10","dí","氵"
"荻","荻","10","dí","艹"
"笛","笛","11","dí","竹"
"觌","覿","12","dí","见"
"嫡","嫡","14","dí","女"
"巖","巖","10","dì",""
"駐","駐","10","dì",""
"地","地","6","dì","土"
"帝","帝","9","dì","巾"
"娣","娣","10","dì","女"
"递","遞","10","dì","辶"
"啇","啇","10","dì",""
"第","第","11","dì","竹"
"谛","謆","11","dì","讠"
"棣","棣","12","dì","木"
"睇","睇","12","dì","目"
"缔","締","12","dì","纟"
"蒂","蕂","12","dì","艹"
"弟","弟","7","dì","弓"
"碲","碲","14","dì","石"
"鰓","鰓","8","dǐ",""
"砥","砥","10","dǐ","石"
"骶","骶","14","dǐ","骨"
"诋","詆","7","dǐ","讠"
"邸","邸","7","dǐ","阝"
"坻","坻","8","dǐ","土"
"底","底","8","dǐ","广"
"抵","抵","8","dǐ","扌"
"柢","柢","9","dǐ","木"
"牴","牴","8","dī",""
"低","低","7","dī","亻"
"羝","羝","11","dī","羊"
"堤","隄","12","dī","土"
"嘀","嘀","14","dī","口"
"滴","滴","14","dī","氵"
"氐","氐","5","dī","氏"
"嗲","嗲","13","diǎ","口"
"坫","坫","8","diàn","土"
"店","店","8","diàn","广"
"垫","墊","9","diàn","土"
"扂","扂","9","diàn",""
"玷","玷","9","diàn","王"
"钿","鈿","10","diàn","钅"
"唸","唸","9","diàn",""
"惦","惦","11","diàn","忄"
"淀","淀","11","diàn","氵"
"奠","奠","12","diàn","大"
"殿","殿","13","diàn","殳"
"靛","靛","16","diàn","青"
"癜","癜","18","diàn","疒"
"簟","簟","18","diàn","竹"
"电","電","5","diàn","田"
"佃","佃","7","diàn","亻"
"甸","甸","7","diàn","田"
"瑄","瑄","12","diàn",""
"丶","丶","10","diǎn",""
"踮","踮","15","diǎn","足"
"典","典","8","diǎn","八"
"点","點","9","diǎn","灬"
"碘","碘","13","diǎn","石"
"巔","巔","16","diān",""
"掂","掂","11","diān","扌"
"滇","滇","13","diān","氵"
"颠","顛","16","diān","页"
"巅","巓","19","diān","山"
"癫","癲","21","diān","疒"
"伄","伄","12","diào",""
"吊","弔","6","diào","口"
"钓","釣","8","diào","钅"
"调","調","10","diào","讠"
"掉","掉","11","diào","扌"
"铞","鋒","11","diào","钅"
"鑣","鑣","11","diào",""
"竘","竘","11","diào",""
"屌","屌","16","diǎo",""
"凋","凋","10","diāo","冫"
"貂","貂","12","diāo","豸"
"碉","碉","13","diāo","石"
"雕","鵰","16","diāo","隹"
"鲷","鯛","16","diāo","鱼"
"刁","刁","2","diāo","刀"
"叼","叼","5","diāo","口"
"砲","砲","4","diāo",""
"迭","迭","8","dié","辶"
"垤","垤","9","dié","土"
"瓞","瓞","10","dié","瓜"
"戜","戜","8","dié",""
"谍","諜","11","dié","讠"
"喋","啑","12","dié","口"
"堞","堞","12","dié","土"
"揲","揲","12","dié","扌"
"耋","耋","12","dié","聅"
"叠","曡","13","dié","又"
"牒","牒","13","dié","片"
"碟","碟","14","dié","石"
"蝶","蝖","15","dié","虫"
"蹀","蹀","16","dié","足"
"鲽","鰈","17","dié","鱼"
"島","島","8","dié",""
"爹","爹","10","diē","父"
"跌","跌","12","diē","足"
"钉","釘","7","dìnɡ","钅"
"订","訂","4","dìnɡ","讠"
"定","定","8","dìnɡ","宀"
"啶","啶","11","dìnɡ","口"
"腚","腚","12","dìnɡ","月"
"碇","砱","13","dìnɡ","石"
"锭","鍁","13","dìnɡ","钅"
"铤","鋌","11","dìnɡ","钅"
"顶","頂","8","dǐnɡ","页"
"鼎","鼎","12","dǐnɡ","鼎"
"酊","酊","9","dǐnɡ","酉"
"耵","耵","8","dīnɡ","耳"
"疔","疔","7","dīnɡ","疒"
"盯","盯","7","dīnɡ","目"
"丁","丁","2","dīnɡ","一"
"仃","仃","4","dīnɡ","亻"
"叮","叮","5","dīnɡ","口"
"玎","玎","6","dīnɡ","王"
"町","町","7","dīnɡ","田"
"丢","丢","6","diu1","一"
"铥","鋋","11","diu1","钅"
"恫","恫","9","dònɡ","忄"
"栋","棟","9","dònɡ","木"
"洞","洞","9","dònɡ","氵"
"胨","膌","9","dònɡ","月"
"胴","胴","10","dònɡ","月"
"硐","硐","11","dònɡ","石"
"动","動","6","dònɡ","力"
"冻","凍","7","dònɡ","冫"
"侗","侗","8","dònɡ","亻"
"垌","垌","9","dònɡ","土"
"峒","峒","9","dònɡ","山"
"董","蕫","12","dǒnɡ","艹"
"懂","懂","15","dǒnɡ","忄"
"东","東","5","dōnɡ","一"
"冬","冬","5","dōnɡ","冫"
"咚","咚","8","dōnɡ","口"
"岽","岽","8","dōnɡ","山"
"鸫","鶇","10","dōnɡ","鸟"
"夂","夂","11","dōnɡ",""
"斗","魕","4","dòu","斗"
"窦","竇","13","dòu","穴"
"豆","豆","7","dòu","豆"
"逗","逗","10","dòu","辶"
"痘","痘","12","dòu","疒"
"醜","醜","10","dòu",""
"別","別","9","dòu",""
"抖","抖","7","dǒu","扌"
"陡","阧","9","dǒu","阝"
"蚪","蚪","10","dǒu","虫"
"都","都","10","dōu","阝"
"兜","兠","11","dōu","儿"
"蔸","蔸","14","dōu","艹"
"篼","篼","17","dōu","竹"
"毒","毒","9","dú","母"
"读","讀","10","dú","讠"
"渎","瀆","11","dú","氵"
"椟","櫝","12","dú","木"
"牍","牘","12","dú","片"
"犊","犢","12","dú","牜"
"髑","髑","22","dú","骨"
"黩","黷","20","dú","黑"
"独","獨","9","dú","犭"
"錶","錶","9","dú",""
"芏","芏","6","dù","艹"
"妒","妬","7","dù","女"
"杜","杜","7","dù","木"
"肚","肚","7","dù","月"
"度","度","9","dù","广"
"渡","渡","12","dù","氵"
"镀","鍍","14","dù","钅"
"蠹","衏","24","dù","虫"
"赌","賭","12","dǔ","贝"
"睹","觛","13","dǔ","目"
"笃","簐","9","dǔ","竹"
"堵","堵","11","dǔ","土"
"嘟","嘟","13","dū","口"
"督","督","13","dū","目"
"段","段","9","duàn","殳"
"断","斷","11","duàn","斤"
"缎","緞","12","duàn","纟"
"椴","椴","13","duàn","木"
"煅","煅","13","duàn","火"
"锻","鍛","14","duàn","钅"
"簖","籪","17","duàn","竹"
"短","短","12","duǎn","矢"
"端","端","14","duān","立"
"队","隊","4","duì","阝"
"对","對","5","duì","寸"
"兌","兌","4","duì",""
"兑","兑","7","duì","儿"
"怼","懟","9","duì","心"
"碓","碓","13","duì","石"
"憝","憞","16","duì","心"
"镦","鐓","17","duì","钅"
"瀉","瀉","7","duì",""
"堆","堆","11","duī","土"
"囤","囤","7","dùn","囗"
"沌","沌","7","dùn","氵"
"炖","燉","8","dùn","火"
"盾","盾","9","dùn","目"
"砘","砘","9","dùn","石"
"钝","鈍","9","dùn","钅"
"顿","頳","10","dùn","页"
"遁","遯","12","dùn","辶"
"盹","盹","9","dǔn","目"
"趸","躱","10","dǔn","足"
"吨","噸","7","dūn","口"
"敦","敦","12","dūn","攵"
"墩","墪","15","dūn","土"
"礅","礅","17","dūn","石"
"蹲","蹲","19","dūn","足"
"夺","妟","6","duó","大"
"铎","鑙","10","duó","钅"
"鈬","鈬","11","duó",""
"踱","踱","16","duó","足"
"堕","墮","11","duò","土"
"舵","柁","11","duò","舟"
"惰","憜","12","duò","忄"
"跺","踘","13","duò","足"
"剁","刴","8","duò","刂"
"沲","沲","8","duò","氵"
"鬱","鬱","11","duǒ",""
"朵","朶","6","duǒ","木"
"哚","哚","9","duǒ","口"
"垛","垜","9","duǒ","土"
"埵","埵","11","duǒ",""
"躲","躱","13","duǒ","身"
"掇","掇","11","duō","扌"
"多","多","6","duō","夕"
"咄","咄","8","duō","口"
"哆","哆","9","duō","口"
"裰","裰","13","duō","衤"
"呃","呝","7","e","口"
"讹","訛","6","é","讠"
"俄","俄","9","é","亻"
"娥","娥","10","é","女"
"峨","峩","10","é","山"
"莪","莪","10","é","艹"
"皒","皒","6","é",""
"锇","鋨","12","é","钅"
"鹅","鵽","12","é","鸟"
"蛾","蛾","13","é","虫"
"额","額","15","é","页"
"峴","峴","13","è",""
"齦","齦","14","è",""
"扼","搤","7","è","扌"
"苊","苊","7","è","艹"
"轭","軛","8","è","车"
"咢","咢","13","è",""
"垩","惡","9","è","土"
"恶","惡","10","è","心"
"厄","戹","4","è","厂"
"歺","歺","13","è",""
"饿","餴","10","è","饣"
"谔","諤","11","è","讠"
"鄂","鄂","11","è","阝"
"阏","閼","11","è","门"
"愕","愕","12","è","忄"
"萼","蕚","12","è","艹"
"遏","遏","12","è","辶"
"腭","齶","13","è","月"
"锷","鍔","14","è","钅"
"鹗","鶚","14","è","鸟"
"颚","顎","15","è","页"
"噩","噩","16","è","口"
"鳄","鰐","17","è","鱼"
"堊","堊","10","è",""
"唄","唄","13","è",""
"婀","婀","10","ē","女"
"诶","誳","9","ēi","讠"
"唔","唔","10","én","口"
"摁","摁","13","èn","扌"
"恩","恩","10","ēn","心"
"蒽","蒽","13","ēn","艹"
"儿","兒","2","ér","儿"
"而","而","6","ér","而"
"鸸","鴯","11","ér","鸟"
"鲕","鮞","14","ér","鱼"
"離","離","6","ér",""
"贰","賓","9","èr","贝"
"二","二","2","èr","二"
"佴","佴","8","èr","亻"
"尔","爾","5","ěr","小"
"耳","耳","6","ěr","耳"
"迩","邇","8","ěr","辶"
"洱","洱","9","ěr","氵"
"饵","餯","9","ěr","饣"
"珥","珥","10","ěr","王"
"铒","鉺","11","ěr","钅"
"乏","乏","4","fá","丿"
"伐","伐","6","fá","亻"
"垡","垡","9","fá","土"
"罚","羛","9","fá","罒"
"阀","閥","9","fá","门"
"筏","栰","12","fá","竹"
"珐","琺","9","fà","王"
"法","灋","8","fǎ","氵"
"砝","砝","10","fǎ","石"
"发","發","5","fā","又"
"钒","鈉","8","fán","钅"
"烦","煩","10","fán","火"
"棥","棥","8","fán",""
"樊","樊","15","fán","木"
"燔","燔","16","fán","火"
"繁","繁","17","fán","糸"
"蹯","蹯","19","fán","足"
"蘩","蘩","20","fán","艹"
"凡","凡","3","fán","几"
"矾","礬","8","fán","石"
"犯","犯","5","fàn","犭"
"泛","泛","7","fàn","氵"
"饭","飯","7","fàn","饣"
"范","範","8","fàn","艹"
"贩","販","8","fàn","贝"
"畈","畈","9","fàn","田"
"梵","梵","11","fàn","木"
"返","返","7","fǎn","辶"
"氾","氾","5","fǎn","氵"
"反","反","4","fǎn","又"
"犭","犭","6","fǎn",""
"攵","攵","14","fǎn",""
"帆","帆","6","fān","巾"
"番","番","12","fān","田"
"幡","幡","15","fān","巾"
"翻","飜","18","fān","羽"
"藩","藩","18","fān","艹"
"蕃","蕃","15","fān","艹"
"防","防","6","fánɡ","阝"
"妨","妨","7","fánɡ","女"
"房","房","8","fánɡ","户"
"肪","肪","8","fánɡ","月"
"鲂","魴","12","fánɡ","鱼"
"放","放","8","fànɡ","攵"
"仿","倣","6","fǎnɡ","亻"
"访","詌","6","fǎnɡ","讠"
"纺","紡","7","fǎnɡ","纟"
"舫","舫","10","fǎnɡ","舟"
"晉","晉","7","fǎnɡ",""
"方","方","4","fānɡ","方"
"邡","邡","6","fānɡ","阝"
"坊","坊","7","fānɡ","土"
"芳","芳","7","fānɡ","艹"
"枋","枋","8","fānɡ","木"
"钫","鈁","9","fānɡ","钅"
"肥","肥","8","féi","月"
"淝","淝","11","féi","氵"
"腓","腓","12","féi","月"
"吠","吠","7","fèi","口"
"废","弖","8","fèi","广"
"沸","沸","8","fèi","氵"
"狒","狒","8","fèi","犭"
"肺","肺","8","fèi","月"
"费","賛","9","fèi","贝"
"痱","痱","13","fèi","疒"
"镄","鐨","14","fèi","钅"
"瀘","瀘","9","fèi",""
"癱","癱","9","fèi",""
"榧","榧","14","fěi","木"
"翡","翡","14","fěi","羽"
"篚","篚","16","fěi","竹"
"匪","匪","10","fěi","匚"
"诽","誹","10","fěi","讠"
"悱","悱","11","fěi","忄"
"斐","斐","12","fěi","文"
"蜚","蜚","14","fēi","虫"
"霏","霏","16","fēi","雨"
"鲱","鰁","16","fēi","鱼"
"飞","飛","3","fēi","飞"
"妃","妃","6","fēi","女"
"非","非","8","fēi","非"
"啡","啡","11","fēi","口"
"绯","緋","11","fēi","纟"
"菲","菲","11","fēi","艹"
"扉","扉","12","fēi","户"
"坟","墳","7","fén","土"
"汾","汾","7","fén","氵"
"鼢","鼢","17","fén","鼠"
"棼","棼","12","fén","木"
"焚","焚","12","fén","火"
"奋","奮","8","fèn","大"
"忿","忿","8","fèn","心"
"偾","僨","11","fèn","亻"
"愤","憤","12","fèn","忄"
"粪","約","12","fèn","米"
"份","份","6","fèn","亻"
"鲼","鱝","17","fèn","鱼"
"瀵","瀵","20","fèn","氵"
"粉","粉","10","fěn","米"
"瞓","瞓","12","fěn",""
"酚","酚","11","fēn","酉"
"棻","棻","8","fēn",""
"分","分","4","fēn","刀"
"吩","吩","7","fēn","口"
"纷","紛","7","fēn","纟"
"芬","芬","7","fēn","艹"
"氛","雰","8","fēn","气"
"逢","逢","10","fénɡ","辶"
"缝","縫","13","fénɡ","纟"
"冯","駎","5","fénɡ","冫"
"俸","俸","10","fènɡ","亻"
"凤","鴓","4","fènɡ","几"
"奉","奉","8","fènɡ","大"
"讽","謘","6","fěnɡ","讠"
"唪","唪","11","fěnɡ","口"
"葑","葑","12","fēnɡ","艹"
"锋","鋒","12","fēnɡ","钅"
"犎","犎","9","fēnɡ",""
"蜂","蜂","13","fēnɡ","虫"
"酆","酆","20","fēnɡ","阝"
"丰","豷","4","fēnɡ","丨"
"风","飈","4","fēnɡ","风"
"沣","灃","7","fēnɡ","氵"
"峰","峯","10","fēnɡ","山"
"烽","烽","11","fēnɡ","火"
"枫","楓","8","fēnɡ","木"
"封","封","9","fēnɡ","寸"
"疯","瘋","9","fēnɡ","疒"
"砜","碸","9","fēnɡ","石"
"梣","梣","9","fēnɡ",""
"豱","豱","11","fēnɡ",""
"佛","佛","7","fó","亻"
"缶","缶","6","fǒu","缶"
"否","否","7","fǒu","口"
"孚","孚","7","fú","子"
"扶","扶","7","fú","扌"
"芙","芙","7","fú","艹"
"彿","彿","7","fú",""
"怫","怫","8","fú","忄"
"拂","拂","8","fú","扌"
"服","服","8","fú","月"
"绂","紱","8","fú","纟"
"绋","絜","8","fú","纟"
"苻","苻","8","fú","艹"
"俘","俘","9","fú","亻"
"祓","祓","9","fú","礻"
"罘","罘","9","fú","罒"
"茯","茯","9","fú","艹"
"郛","郛","9","fú","阝"
"浮","浮","10","fú","氵"
"砩","砩","10","fú","石"
"蚨","蚨","10","fú","虫"
"匐","匐","11","fú","勹"
"桴","桴","11","fú","木"
"涪","涪","11","fú","氵"
"符","符","11","fú","竹"
"艴","艴","11","fú","色"
"菔","菔","11","fú","艹"
"袱","袱","11","fú","衤"
"幅","幅","12","fú","巾"
"伕","伕","7","fú",""
"弗","弗","5","fú","弓"
"伏","伏","6","fú","亻"
"凫","鴌","6","fú","几"
"氟","氟","9","fú","气"
"福","福","13","fú","礻"
"蜉","蜉","13","fú","虫"
"辐","輻","13","fú","车"
"幞","襩","15","fú","巾"
"蝠","蝠","15","fú","虫"
"鴔","鴔","13","fú",""
"黻","黻","17","fú","黹"
"醬","醬","10","fú",""
"父","父","4","fù","父"
"讣","訃","4","fù","讠"
"付","付","5","fù","亻"
"妇","媎","6","fù","女"
"负","負","6","fù","贝"
"附","坿","7","fù","阝"
"咐","咐","8","fù","口"
"阜","阜","8","fù","阜"
"驸","駙","8","fù","马"
"复","復","9","fù","夂"
"傅","傅","12","fù","亻"
"赴","赴","9","fù","走"
"富","富","12","fù","宀"
"副","副","11","fù","刂"
"鳆","鰒","17","fù","鱼"
"覆","覆","18","fù","覀"
"馥","馥","18","fù","香"
"赋","賦","12","fù","贝"
"缚","縛","13","fù","纟"
"腹","腹","13","fù","月"
